loan_id,no_of_dependents,education,self_employed,annual_income,loan_amount,credit_score,res_assets,com_assets,bank_assets,total_assets,loan_status
1596,5,0,Yes,49000,143000,663,85000,61000,55000,201000,1
1597,1,0,Yes,81000,269000,522,230000,21000,42000,293000,0
1598,2,0,Yes,23000,91000,610,37000,6000,34000,77000,1
1599,5,0,Yes,30000,66000,462,55000,35000,36000,126000,0
1600,2,0,Yes,39000,93000,591,109000,27000,33000,169000,1
1601,4,1,Yes,17000,65000,636,17000,9000,23000,49000,1
1602,0,0,Yes,21000,49000,359,10000,8000,10000,28000,0
1603,4,1,Yes,97000,250000,542,98000,120000,134000,352000,0
1604,5,0,Yes,35000,118000,642,23000,29000,36000,88000,1
1605,5,0,Yes,15000,55000,414,8000,14000,12000,34000,1
1606,3,0,Yes,88000,262000,865,193000,98000,125000,416000,1
1607,3,1,No,9000,31000,369,14000,1000,5000,20000,0
1608,0,1,Yes,35000,108000,838,47000,68000,17000,132000,1
1609,5,0,No,55000,212000,582,121000,83000,31000,235000,1
1610,5,0,Yes,98000,232000,416,110000,173000,85000,368000,0
1611,5,1,No,21000,55000,705,54000,14000,12000,80000,1
1612,0,1,No,18000,57000,306,5000,7000,17000,29000,0
1613,5,1,Yes,58000,130000,851,67000,87000,41000,195000,1
1614,5,1,No,67000,172000,613,97000,68000,71000,236000,1
1615,3,1,No,43000,163000,366,69000,67000,55000,191000,0
1616,1,1,No,12000,28000,431,9000,4000,9000,22000,0
1617,5,0,Yes,97000,259000,754,90000,100000,67000,257000,1
1618,5,1,Yes,54000,112000,447,3000,79000,60000,142000,0
1619,1,0,Yes,53000,141000,510,133000,104000,78000,315000,0
1620,1,1,No,73000,242000,324,129000,37000,90000,256000,0
1621,5,1,No,95000,192000,523,135000,15000,67000,217000,0
1622,0,0,Yes,72000,156000,362,27000,24000,59000,110000,0
1623,3,1,Yes,90000,329000,657,99000,6000,120000,225000,1
1624,5,0,No,65000,233000,790,6000,97000,95000,198000,1
1625,1,1,Yes,95000,305000,500,13000,33000,55000,101000,0
1626,2,0,Yes,99000,332000,465,263000,170000,50000,483000,1
1627,4,0,No,29000,87000,409,37000,55000,22000,114000,0
1628,4,1,Yes,7000,18000,626,5000,6000,3000,14000,1
1629,5,0,No,42000,134000,545,98000,82000,35000,215000,0
1630,3,0,No,42000,114000,654,88000,4000,57000,149000,1
1631,0,0,No,76000,265000,515,62000,149000,40000,251000,0
1632,2,1,Yes,71000,188000,838,11000,52000,49000,112000,1
1633,1,0,Yes,47000,160000,406,40000,53000,33000,126000,0
1634,0,1,Yes,98000,232000,573,239000,33000,146000,418000,1
1635,0,1,Yes,98000,387000,611,66000,104000,60000,230000,1
1636,0,0,No,51000,134000,649,68000,16000,39000,123000,1
1637,0,0,Yes,33000,77000,775,82000,21000,42000,145000,1
1638,3,1,No,45000,125000,469,41000,76000,34000,151000,0
1639,0,1,Yes,39000,128000,587,45000,53000,50000,148000,1
1640,3,1,Yes,32000,99000,316,91000,55000,36000,182000,0
1641,2,1,No,32000,104000,556,82000,56000,45000,183000,1
1642,2,0,No,96000,312000,578,99000,22000,135000,256000,1
1643,2,0,Yes,87000,189000,554,39000,19000,115000,173000,1
1644,2,0,Yes,19000,68000,892,26000,22000,9000,57000,1
1645,2,0,Yes,29000,102000,315,81000,4000,16000,101000,0
1646,0,0,No,62000,129000,695,19000,37000,42000,98000,1
1647,0,0,No,59000,203000,806,3000,37000,48000,88000,1
1648,4,0,Yes,32000,128000,638,43000,26000,38000,107000,1
1649,1,0,Yes,13000,50000,610,34000,8000,9000,51000,1
1650,2,0,Yes,13000,32000,810,38000,21000,8000,67000,1
1651,1,1,No,87000,332000,866,196000,159000,105000,460000,1
1652,3,0,No,63000,238000,760,127000,13000,88000,228000,1
1653,3,1,No,43000,112000,556,110000,43000,51000,204000,1
1654,3,0,Yes,64000,235000,684,172000,103000,74000,349000,1
1655,5,0,Yes,77000,258000,578,50000,77000,106000,233000,1
1656,2,0,No,69000,239000,814,130000,19000,60000,209000,1
1657,0,0,No,42000,148000,510,92000,57000,26000,175000,0
1658,4,0,No,39000,90000,674,87000,57000,31000,175000,1
1659,0,1,Yes,20000,49000,570,38000,3000,13000,54000,1
1660,1,0,No,5000,17000,680,7000,8000,7000,22000,1
1661,0,1,No,35000,88000,803,54000,3000,34000,91000,1
1662,2,0,Yes,31000,107000,357,92000,19000,38000,149000,0
1663,3,0,Yes,49000,190000,575,141000,91000,46000,278000,1
1664,1,0,No,10000,36000,546,25000,0,5000,30000,1
1665,2,1,No,67000,214000,370,32000,118000,86000,236000,0
1666,1,1,No,41000,94000,713,0,10000,31000,41000,1
1667,4,0,Yes,16000,38000,896,12000,4000,20000,36000,1
1668,3,1,Yes,24000,92000,626,3000,36000,20000,59000,1
1669,0,1,No,22000,64000,854,9000,16000,13000,38000,1
1670,4,1,No,32000,84000,802,4000,0,47000,51000,1
1671,4,0,Yes,16000,44000,382,17000,3000,19000,39000,0
1672,2,0,No,39000,149000,415,22000,43000,46000,111000,0
1673,5,1,Yes,20000,63000,366,53000,22000,28000,103000,1
1674,1,1,Yes,76000,254000,595,79000,4000,110000,193000,1
1675,1,0,No,98000,213000,356,230000,123000,146000,499000,0
1676,5,0,No,79000,299000,568,58000,139000,87000,284000,1
1677,1,1,No,16000,40000,615,22000,27000,14000,63000,1
1678,1,1,Yes,64000,139000,313,186000,63000,49000,298000,0
1679,1,1,Yes,64000,179000,575,66000,76000,53000,195000,1
1680,4,1,No,16000,55000,577,4000,12000,14000,30000,1
1681,0,1,No,92000,307000,455,249000,20000,52000,321000,0
1682,1,0,No,78000,249000,500,153000,100000,45000,298000,0
1683,1,0,Yes,40000,94000,509,10000,41000,55000,106000,0
1684,2,0,Yes,61000,194000,379,53000,108000,41000,202000,0
1685,5,1,No,71000,145000,664,53000,129000,92000,274000,1
1686,0,0,Yes,25000,99000,623,60000,18000,18000,96000,1
1687,5,1,No,32000,87000,558,26000,25000,18000,69000,1
1688,4,1,No,17000,43000,580,15000,24000,17000,56000,1
1689,4,1,No,63000,176000,612,160000,33000,32000,225000,1
1690,4,1,Yes,7000,24000,705,0,1000,7000,8000,1
1691,4,1,Yes,11000,27000,301,28000,16000,15000,59000,0
1692,1,0,Yes,89000,320000,711,43000,12000,52000,107000,1
1693,3,1,No,3000,7000,735,9000,2000,4000,15000,1
1694,1,0,No,22000,52000,682,26000,6000,18000,50000,1
1695,3,0,No,34000,135000,348,79000,37000,47000,163000,0
1696,0,1,Yes,79000,235000,750,168000,153000,40000,361000,1
1697,3,0,Yes,58000,182000,835,10000,61000,79000,150000,1
1698,0,1,Yes,94000,200000,389,160000,71000,102000,333000,0
1699,2,1,No,48000,189000,866,102000,60000,59000,221000,1
1700,3,0,No,76000,266000,689,53000,6000,86000,145000,1
1701,0,0,No,59000,176000,645,130000,31000,86000,247000,1
1702,1,1,Yes,43000,101000,797,44000,45000,47000,136000,1
1703,5,1,No,61000,178000,849,29000,109000,78000,216000,1
1704,5,1,No,54000,197000,423,65000,100000,73000,238000,0
1705,1,0,Yes,52000,112000,370,99000,102000,64000,265000,0
1706,5,0,No,85000,313000,378,214000,131000,88000,433000,0
1707,4,0,No,9000,19000,417,10000,8000,9000,27000,0
1708,1,0,No,14000,41000,530,12000,11000,19000,42000,0
1709,1,0,Yes,24000,93000,543,7000,8000,34000,49000,0
1710,4,1,No,63000,150000,750,8000,65000,77000,150000,1
1711,1,1,No,31000,76000,346,7000,46000,44000,97000,0
1712,4,1,Yes,69000,190000,330,93000,71000,84000,248000,0
1713,2,0,Yes,30000,74000,712,51000,10000,38000,99000,1
1714,0,0,No,31000,101000,376,64000,26000,43000,133000,0
1715,4,0,No,6000,12000,338,5000,5000,5000,15000,0
1716,4,0,Yes,47000,137000,600,121000,84000,50000,255000,1
1717,1,1,No,25000,69000,495,48000,33000,37000,118000,0
1718,0,1,No,97000,304000,300,171000,166000,92000,429000,1
1719,4,0,Yes,76000,200000,691,50000,87000,112000,249000,1
1720,1,1,No,84000,247000,519,129000,167000,60000,356000,0
1721,3,1,Yes,38000,151000,540,94000,10000,36000,140000,0
1722,3,0,Yes,31000,114000,562,36000,36000,31000,103000,1
1723,2,0,No,57000,213000,323,16000,112000,51000,179000,0
1724,1,1,Yes,55000,197000,312,128000,48000,33000,209000,0
1725,1,0,Yes,2000,6000,511,5000,1000,2000,8000,1
1726,3,0,Yes,37000,138000,621,40000,8000,53000,101000,1
1727,2,0,Yes,16000,43000,512,32000,25000,9000,66000,0
1728,4,1,No,39000,110000,786,79000,16000,21000,116000,1
1729,3,0,Yes,7000,16000,303,6000,5000,6000,17000,0
1730,3,1,Yes,58000,167000,633,81000,84000,37000,202000,1
1731,4,1,Yes,38000,140000,711,95000,73000,31000,199000,1
1732,2,1,No,64000,169000,472,111000,60000,45000,216000,0
1733,1,1,Yes,55000,121000,350,63000,92000,69000,224000,0
1734,1,0,Yes,68000,137000,879,5000,26000,68000,99000,1
1735,4,0,No,67000,134000,436,36000,12000,75000,123000,0
1736,1,1,Yes,53000,115000,848,13000,36000,57000,106000,1
1737,2,1,No,66000,232000,555,99000,65000,33000,197000,1
1738,2,1,No,66000,131000,885,109000,43000,62000,214000,1
1739,0,0,No,76000,252000,888,127000,109000,75000,311000,1
1740,4,0,Yes,25000,61000,478,59000,8000,32000,99000,0
1741,4,0,No,11000,25000,603,19000,14000,5000,38000,1
1742,1,0,No,23000,82000,784,20000,0,11000,31000,1
1743,1,1,Yes,33000,117000,682,35000,55000,16000,106000,1
1744,4,1,Yes,26000,59000,471,35000,19000,34000,88000,0
1745,4,0,Yes,93000,367000,808,165000,147000,71000,383000,1
1746,4,0,No,53000,185000,470,29000,93000,49000,171000,0
1747,2,0,No,54000,138000,574,9000,92000,37000,138000,1
1748,4,0,Yes,35000,120000,314,77000,1000,27000,105000,0
1749,2,1,No,42000,102000,407,59000,45000,25000,129000,0
1750,0,0,Yes,92000,349000,702,169000,160000,98000,427000,1
1751,2,1,No,43000,98000,499,44000,45000,51000,140000,0
1752,1,1,Yes,75000,199000,669,18000,88000,73000,179000,1
1753,5,0,Yes,54000,188000,326,97000,101000,32000,230000,0
1754,3,0,No,55000,162000,778,47000,107000,61000,215000,1
1755,2,0,Yes,21000,45000,787,48000,28000,21000,97000,1
1756,0,1,No,37000,123000,831,80000,22000,24000,126000,1
1757,0,1,No,88000,329000,576,13000,87000,56000,156000,1
1758,5,0,No,58000,228000,600,160000,11000,57000,228000,1
1759,4,1,No,79000,306000,569,76000,34000,74000,184000,1
1760,1,0,Yes,31000,63000,867,19000,61000,40000,120000,1
1761,0,0,No,41000,145000,441,99000,3000,39000,141000,0
1762,2,0,Yes,98000,327000,304,47000,190000,86000,323000,1
1763,5,0,No,33000,84000,520,5000,63000,40000,108000,0
1764,0,1,No,20000,62000,613,1000,18000,13000,32000,1
1765,2,0,Yes,6000,11000,885,7000,0,3000,10000,1
1766,4,0,Yes,36000,95000,841,49000,44000,21000,114000,1
1767,2,0,No,75000,291000,815,124000,95000,91000,310000,1
1768,5,1,Yes,2000,4000,822,2000,3000,3000,8000,1
1769,4,0,No,99000,291000,772,241000,194000,117000,552000,1
1770,5,1,Yes,61000,225000,776,176000,99000,48000,323000,1
1771,4,0,Yes,35000,103000,337,90000,56000,45000,191000,0
1772,0,0,Yes,78000,190000,333,154000,149000,96000,399000,0
1773,3,0,Yes,87000,293000,312,90000,28000,49000,167000,1
1774,2,1,Yes,55000,124000,842,-1000,68000,58000,125000,1
1775,3,1,Yes,18000,51000,790,1000,0,20000,21000,1
1776,2,1,No,80000,319000,806,199000,18000,54000,271000,1
1777,5,0,Yes,75000,170000,300,78000,83000,67000,228000,0
1778,5,1,Yes,37000,120000,605,49000,18000,31000,98000,1
1779,2,1,Yes,16000,47000,582,15000,13000,10000,38000,1
1780,5,1,No,13000,27000,607,8000,15000,16000,39000,1
1781,5,1,Yes,24000,82000,709,21000,37000,28000,86000,1
1782,4,1,Yes,41000,116000,854,5000,69000,57000,131000,1
1783,2,0,Yes,73000,152000,776,147000,96000,41000,284000,1
1784,1,1,Yes,80000,246000,649,108000,16000,92000,216000,1
1785,3,0,No,79000,280000,394,228000,132000,39000,399000,1
1786,4,0,No,72000,189000,371,66000,141000,49000,256000,0
1787,3,0,No,62000,132000,707,172000,89000,42000,303000,1
1788,2,0,Yes,57000,181000,491,68000,1000,39000,108000,0
1789,0,1,Yes,58000,141000,570,82000,42000,37000,161000,1
1790,1,0,No,9000,35000,395,25000,8000,13000,46000,0
1791,0,0,Yes,22000,75000,497,23000,21000,18000,62000,0
1792,3,0,Yes,18000,53000,440,20000,1000,10000,31000,0
1793,0,0,Yes,8000,24000,825,7000,0,11000,18000,1
1794,2,1,Yes,76000,181000,320,147000,26000,85000,258000,0
1795,2,1,Yes,41000,135000,846,89000,78000,24000,191000,1
1796,3,1,Yes,46000,109000,856,135000,51000,33000,219000,1
1797,3,1,No,23000,68000,418,28000,27000,14000,69000,0
1798,0,0,Yes,80000,211000,306,161000,118000,87000,366000,0
1799,2,0,Yes,38000,145000,567,24000,26000,30000,80000,1
1800,2,0,Yes,95000,368000,493,241000,138000,62000,441000,0
1801,2,1,No,93000,212000,509,28000,26000,66000,120000,0
1802,4,1,No,47000,170000,364,29000,46000,62000,137000,1
1803,5,0,No,60000,240000,639,3000,73000,66000,142000,1
1804,2,1,Yes,55000,217000,309,118000,10000,76000,204000,1
1805,0,0,Yes,46000,148000,433,121000,46000,67000,234000,0
1806,5,0,No,99000,336000,580,70000,108000,147000,325000,1
1807,1,1,Yes,62000,162000,888,-1000,120000,40000,159000,1
1808,4,0,Yes,4000,11000,644,10000,3000,4000,17000,1
1809,1,0,Yes,78000,222000,763,112000,14000,49000,175000,1
1810,0,1,Yes,29000,108000,694,64000,2000,21000,87000,1
1811,3,0,No,5000,12000,757,13000,1000,6000,20000,1
1812,0,0,No,25000,69000,471,71000,40000,15000,126000,0
1813,5,0,No,90000,352000,437,184000,178000,104000,466000,1
1814,4,0,Yes,52000,114000,406,147000,20000,44000,211000,0
1815,5,0,No,60000,197000,376,147000,107000,55000,309000,0
1816,1,1,No,51000,138000,350,62000,22000,36000,120000,0
1817,5,0,Yes,80000,225000,784,76000,73000,108000,257000,1
1818,4,1,Yes,92000,254000,765,212000,66000,56000,334000,1
1819,4,0,No,98000,322000,593,95000,4000,143000,242000,1
1820,3,1,Yes,76000,300000,344,190000,137000,111000,438000,0
1821,1,1,No,51000,118000,314,147000,76000,49000,272000,0
1822,4,1,Yes,15000,33000,382,2000,24000,11000,37000,0
1823,2,0,Yes,62000,165000,510,141000,47000,63000,251000,0
1824,2,1,Yes,63000,246000,464,77000,22000,69000,168000,0
1825,1,1,Yes,55000,149000,403,74000,89000,41000,204000,0
1826,3,0,No,81000,304000,606,9000,11000,116000,136000,1
1827,1,1,No,63000,220000,646,95000,79000,55000,229000,1
1828,1,1,No,11000,36000,495,16000,11000,5000,32000,0
1829,3,0,Yes,72000,216000,626,106000,16000,37000,159000,1
1830,1,0,Yes,30000,60000,518,38000,17000,39000,94000,0
1831,5,1,No,27000,76000,746,9000,22000,34000,65000,1
1832,0,0,No,50000,163000,737,26000,34000,44000,104000,1
1833,0,0,No,84000,223000,371,83000,37000,91000,211000,0
1834,1,1,No,77000,273000,509,101000,22000,108000,231000,0
1835,1,1,No,47000,140000,411,46000,51000,37000,134000,0
1836,2,0,No,43000,118000,701,116000,46000,33000,195000,1
1837,5,0,No,25000,88000,769,37000,16000,27000,80000,1
1838,5,0,Yes,44000,125000,740,82000,23000,54000,159000,1
1839,5,0,No,57000,116000,892,102000,61000,74000,237000,1
1840,2,0,No,53000,131000,417,49000,62000,68000,179000,0
1841,5,1,No,46000,144000,785,65000,63000,62000,190000,1
1842,3,0,No,4000,11000,504,2000,4000,4000,10000,0
1843,0,0,No,21000,59000,402,44000,0,10000,54000,0
1844,2,1,Yes,12000,35000,540,31000,18000,8000,57000,0
1845,2,1,Yes,80000,284000,607,114000,38000,116000,268000,1
1846,1,1,Yes,50000,194000,410,116000,62000,45000,223000,0
1847,0,0,No,85000,172000,624,65000,84000,51000,200000,1
1848,4,1,No,46000,166000,805,48000,80000,28000,156000,1
1849,2,1,No,46000,161000,709,71000,90000,54000,215000,1
1850,2,0,Yes,85000,309000,511,233000,44000,55000,332000,0
1851,1,1,Yes,78000,251000,766,69000,72000,102000,243000,1
1852,3,0,Yes,14000,38000,451,31000,13000,13000,57000,0
1853,1,0,Yes,37000,102000,447,3000,20000,32000,55000,0
1854,3,0,Yes,10000,25000,763,4000,11000,14000,29000,1
1855,5,0,No,9000,31000,834,10000,9000,13000,32000,1
1856,2,1,No,56000,195000,429,61000,22000,72000,155000,0
1857,4,0,No,32000,106000,693,78000,49000,18000,145000,1
1858,1,1,No,29000,111000,478,42000,29000,30000,101000,0
1859,2,1,Yes,3000,8000,752,6000,3000,4000,13000,1
1860,0,1,Yes,24000,59000,319,20000,42000,33000,95000,0
1861,3,1,No,50000,176000,303,63000,96000,69000,228000,0
1862,3,0,Yes,50000,167000,420,11000,50000,69000,130000,0
1863,2,0,Yes,2000,6000,552,4000,2000,2000,8000,1
1864,3,0,Yes,60000,160000,606,26000,116000,78000,220000,1
1865,2,0,No,56000,137000,558,75000,93000,67000,235000,1
1866,1,0,No,45000,124000,504,120000,32000,22000,174000,0
1867,5,0,Yes,2000,3000,412,-1000,1000,1000,1000,0
1868,4,0,Yes,62000,183000,900,169000,34000,64000,267000,1
1869,4,0,Yes,98000,238000,634,128000,93000,61000,282000,1
1870,5,1,Yes,39000,90000,340,49000,68000,52000,169000,0
1871,3,0,Yes,83000,209000,615,44000,2000,96000,142000,1
1872,2,1,Yes,49000,122000,353,70000,2000,36000,108000,0
1873,4,1,Yes,69000,163000,606,58000,9000,36000,103000,1
1874,2,0,No,45000,145000,498,79000,2000,48000,129000,0
1875,4,0,No,75000,219000,585,68000,122000,81000,271000,1
1876,1,0,Yes,23000,64000,578,36000,18000,30000,84000,1
1877,1,1,No,74000,155000,693,30000,128000,93000,251000,1
1878,4,1,No,48000,143000,795,59000,0,26000,85000,1
1879,1,1,No,26000,99000,594,29000,43000,25000,97000,1
1880,3,0,Yes,27000,106000,840,5000,30000,19000,54000,1
1881,3,0,No,37000,109000,301,78000,23000,34000,135000,0
1882,4,1,Yes,26000,94000,481,27000,44000,24000,95000,0
1883,5,0,Yes,88000,231000,531,208000,26000,80000,314000,0
1884,2,0,No,75000,154000,332,83000,31000,54000,168000,0
1885,0,1,No,47000,185000,516,10000,84000,61000,155000,1
1886,2,0,No,71000,266000,727,165000,98000,79000,342000,1
1887,3,0,Yes,55000,193000,344,144000,13000,66000,223000,0
1888,2,1,No,95000,315000,650,176000,166000,114000,456000,1
1889,3,1,Yes,42000,154000,362,99000,53000,56000,208000,0
1890,5,1,Yes,69000,186000,307,35000,48000,42000,125000,0
1891,5,1,No,99000,246000,530,242000,128000,130000,500000,0
1892,5,1,No,67000,177000,482,32000,104000,57000,193000,0
1893,0,0,Yes,93000,222000,701,6000,101000,57000,164000,1
1894,2,1,No,56000,172000,586,137000,21000,43000,201000,1
1895,0,1,Yes,81000,176000,384,152000,133000,102000,387000,0
1896,4,0,No,60000,180000,882,67000,25000,75000,167000,1
1897,5,0,Yes,42000,112000,758,53000,65000,38000,156000,1
1898,5,1,No,16000,40000,529,3000,12000,20000,35000,0
1899,3,1,Yes,8000,15000,589,15000,11000,4000,30000,1
1900,1,1,No,5000,13000,670,10000,5000,7000,22000,1
1901,5,0,Yes,43000,141000,532,126000,57000,46000,229000,0
1902,0,0,No,40000,125000,868,110000,8000,23000,141000,1
1903,2,0,No,29000,73000,776,83000,30000,34000,147000,1
1904,5,1,Yes,23000,91000,644,40000,26000,31000,97000,1
1905,0,1,Yes,18000,60000,658,29000,23000,24000,76000,1
1906,1,1,Yes,87000,339000,766,163000,7000,90000,260000,1
1907,3,0,No,78000,211000,717,12000,107000,62000,181000,1
1908,2,1,No,32000,63000,339,3000,49000,27000,79000,0
1909,0,0,No,16000,45000,463,1000,20000,18000,39000,0
1910,4,0,No,24000,73000,540,25000,3000,22000,50000,1
1911,1,1,No,18000,59000,804,8000,25000,10000,43000,1
1912,1,1,No,75000,160000,541,163000,45000,51000,259000,0
1913,4,0,Yes,67000,184000,371,19000,14000,44000,77000,0
1914,5,1,No,58000,137000,369,105000,27000,30000,162000,0
1915,0,0,No,5000,18000,651,7000,0,2000,9000,1
1916,0,1,Yes,94000,307000,477,174000,9000,62000,245000,0
1917,4,0,No,16000,62000,554,32000,8000,11000,51000,1
1918,0,1,Yes,93000,250000,362,149000,161000,110000,420000,0
1919,5,1,No,37000,140000,469,38000,6000,28000,72000,1
1920,3,0,No,9000,19000,547,24000,4000,4000,32000,0
1921,4,0,No,5000,13000,809,2000,3000,5000,10000,1
1922,1,1,Yes,78000,162000,335,49000,79000,64000,192000,0
1923,5,0,Yes,53000,137000,708,76000,9000,59000,144000,1
1924,0,1,No,3000,7000,779,2000,0,4000,6000,1
1925,0,1,Yes,50000,199000,748,83000,85000,30000,198000,1
1926,0,1,No,79000,286000,541,4000,39000,67000,110000,0
1927,4,1,No,53000,158000,527,38000,52000,39000,129000,0
1928,0,0,Yes,55000,153000,859,46000,95000,29000,170000,1
1929,0,1,No,15000,56000,604,20000,24000,18000,62000,1
1930,5,1,No,66000,201000,348,69000,25000,72000,166000,0
1931,4,1,Yes,62000,162000,734,88000,40000,44000,172000,1
1932,3,1,No,63000,170000,388,117000,21000,32000,170000,0
1933,0,1,Yes,38000,81000,831,65000,17000,20000,102000,1
1934,5,0,No,5000,15000,433,-1000,7000,7000,13000,0
1935,2,1,Yes,50000,159000,699,88000,59000,72000,219000,1
1936,0,0,No,45000,171000,303,74000,82000,42000,198000,0
1937,4,0,No,10000,38000,611,17000,18000,6000,41000,1
1938,2,1,No,17000,37000,558,41000,14000,25000,80000,1
1939,4,1,Yes,12000,48000,752,28000,9000,6000,43000,1
1940,5,0,Yes,85000,258000,786,139000,110000,113000,362000,1
1941,0,1,No,86000,290000,481,212000,26000,54000,292000,0
1942,2,1,No,4000,13000,507,2000,2000,3000,7000,0
1943,4,1,No,87000,198000,715,135000,134000,85000,354000,1
1944,0,0,No,18000,57000,392,38000,24000,14000,76000,0
1945,0,1,Yes,47000,177000,887,13000,49000,67000,129000,1
1946,0,0,No,73000,216000,479,179000,123000,75000,377000,0
1947,2,1,No,84000,321000,328,163000,46000,80000,289000,0
1948,2,1,Yes,48000,129000,740,93000,9000,37000,139000,1
1949,2,1,No,92000,342000,456,122000,113000,57000,292000,1
1950,1,0,No,62000,211000,467,156000,105000,53000,314000,0
1951,0,1,Yes,2000,7000,587,-1000,1000,1000,1000,0
1952,0,0,Yes,25000,67000,569,45000,34000,13000,92000,1
1953,3,0,Yes,80000,244000,399,191000,54000,116000,361000,0
